RC Number,RC Name,Category,Vendor Number,Vendor Name,Address 1,Address 2,City,State,Zipcode,Amount
01,Chancellor,6400,259369,"ALTDORFER, JOHN P",980 WILLOW DRIVE,,PITTSBURGH,PA,15237,"1,200"
01,Chancellor,6400,312097,"AMEN, KEIGHTLEY",376 WILLOWHEDGE DRIVE,,MONROEVILLE,PA,15146,"3,900"
01,Chancellor,6400,510541,BECKHAM MEDIA,7319 GENA CT,,PITTSBURGH,PA,15209,"2,300"
01,Chancellor,6400,515078,"BOEHM, DOUG",620 FORREST STREET,,FOUNTAIN HILL,PA,18015,"2,000"
01,Chancellor,6400,116852,BUCK CONSULTANTS LLC,PO BOX 93341,,CHICAGO,IL,60673-3341,"7,500"
01,Chancellor,6400,302841,CAMI MESA PHOTOGRAPHY,310 SHADELAND AVE#4,,DREXEL HILL,PA,19026,"5,400"
01,Chancellor,6400,214665,"CERRI, ELENA GIALAMAS",4725 BAYARD STREET,,PITTSBURGH,PA,15213,"49,854"
01,Chancellor,6400,102680,COLLEGE OF PHYSICIANS OF PHILADELPHIA,19 SOUTH TWENTY SECOND STREET,,PHILADELPHIA,PA,19103,"2,570"
01,Chancellor,6400,102914,COPYRIGHT CLEARANCE CENTER INC,PO BOX 843006,,BOSTON,MA,02284-3006,"1,061"
01,Chancellor,6400,435455,"COTTON, ANGELA",6332 DAWNFIELD LN,,HENRICO,VA,23231,"1,500"
01,Chancellor,6400,267017,CPI CREATIVE,235 COMMERCIAL AVENUE,,PITTSBURGH,PA,15215,"15,915"
01,Chancellor,6400,511886,CREATIVE SPARKS INC,1422 WIGHTMAN STREET,,PITTSBURGH,PA,15217,"12,250"
01,Chancellor,6400,103489,DIRECT MAIL SERVICE INC,930 PENN AVE,,PITTSBURGH,PA,15222-3785,"5,082"
01,Chancellor,6400,257888,DISH NETWORK,P O BOX 105169,,ATLANTA,GA,30348-5169,"1,308"
01,Chancellor,6400,468980,EH PHOTOGRAPHY,1937 W PALMETTO STREET #205,,FLORENCE,SC,29501,"2,182"
01,Chancellor,6400,375624,EMPLOYMENT BACKGROUND INVESTIGATIONS INC,P.O. BOX 629,,OWINGS MILLS,MD,21117,"1,165"
01,Chancellor,6400,411906,ENGINE HOUSE NO 25,3339 PENN AVENUE,,PITTSBURGH,PA,15201,"1,744"
01,Chancellor,6400,104042,"EVANS, RIC",100 ROSS STREET,,PITTSBURGH,PA,15219-2013,"5,200"
01,Chancellor,6400,446522,FAIRMONT PITTSBURGH,510 MARKET STREET,,PITTSBURGH,PA,15222,"8,312"
01,Chancellor,6400,208839,"FISHER, JOSEPHINE C",6300 SW GRAND OAKS DRIVE J-302,,CORVALLIS,OR,97333,"2,050"
01,Chancellor,6400,348577,"FITZGERALD, MICHAEL F",50 SACRAMENTO STREET,APT 1,CAMBRIDGE,MA,02138,"2,500"
01,Chancellor,6400,153943,"FLECKER JANIS, SALLY ANN",UNIVERSITY RELATIONS,400 CRAIG HALL,PITTSBURGH,PA,15260,"6,650"
01,Chancellor,6400,267199,GETTY IMAGES INC,4363 COLLECTIONS CENTER DR,,CHICAGO,IL,60693,"15,354"
01,Chancellor,6400,304591,GRAYSTONE GROUP ADVERTISING,2710 NORTH AVENUE,SUITE 200,BRIDGEPORT,CT,06604-2352,"2,498"
01,Chancellor,6400,304112,GRENZEBACH GLIER & ASSOCIATES INC,PO BOX 87618,,CHICAGO,IL,60680-0618,"24,600"
01,Chancellor,6400,381501,GRIZZARD COMMUNICATIONS GROUP INC,229 PEACHTREE STREET NE SUITE 1400,,ATLANTA,GA,30303,"226,899"
01,Chancellor,6400,290034,"HARRIS JR, CLYDE A",167 CRESCENT GARDEN DRIVE,,PENN HILLS,PA,15235,"1,200"
01,Chancellor,6400,219026,HARRY GIGLIO PRODUCTIONS INC,16 & 18 TERMINAL WAY,2ND FLOOR,PITTSBURGH,PA,15219,"3,500"
01,Chancellor,6400,389699,"HARVITH, RACHEL EDWARDS",5017 N WOLCOTT #404,,CHICAGO,IL,60640,"4,220"
01,Chancellor,6400,448555,"HAWKINS, BERNADETTE DENISE",14607 CREEK VALLEY COURT,,CENTREVILLE,VA,20120-2923,"1,580"
01,Chancellor,6400,311503,"HEBERT, MICHELLE",6025 WELLESLEY AVE,,PITTSBURGH,PA,15206,"5,020"
01,Chancellor,6400,271730,HUGHIES EVENT PRODUCTION SERVICES,1383 E 17TH ST,,CLEVELAND,OH,44114,"23,594"
01,Chancellor,6400,469513,"INNERST, STACY",1127 LAKEMONT DRIVE,,PITTSBURGH,PA,15243,"2,000"
01,Chancellor,6400,105902,IRELAND INSTITUTE OF PITTSBURGH,501 GRANT ST,,PITTSBURGH,PA,15219,"2,500"
01,Chancellor,6400,522137,IRISH VOICE NEWSPAPER,875 AVE OF THE AMERICAS,SUITE 201,NEW YORK,NY,10001,"1,500"
01,Chancellor,6400,229854,J WINE ASSOCIATES,6067 MURRAY AVENUE,,BETHEL PARK,PA,15102,"6,100"
01,Chancellor,6400,253294,JCDECAUX AIRPORT,PO BOX 5436,,NEW YORK,NY,10087-5436,"52,233"
01,Chancellor,6400,463819,"JEFFRIES, DARRYL L",7 PLEASANT AVE,DLJ COMMUNICATIONS GROUP,MONTCLAIR,NJ,07042,"1,500"
01,Chancellor,6400,325307,JOBTARGET,PO BOX 791122,,BALTIMORE,MD,21279-1122,"3,790"
01,Chancellor,6400,390731,"JONES JR, LAMONT",1518 COLLINS ROAD,,PITTSBURGH,PA,15221,"2,450"
01,Chancellor,6400,238601,"JUDKIS, JAMES CHARLES",1602 KING JAMES DRIVE,,PITTSBURGH,PA,15237,"4,100"
01,Chancellor,6400,484333,"KATSENELSON, ALLA",1915 23RD DR #2,,ASTORIA,NY,11105,"6,000"
01,Chancellor,6400,466443,"KELLY, MORGAN",204 LAKEVIEW TERRACE,,PRINCETON,NJ,08540,"2,000"
01,Chancellor,6400,480526,"KEPPLER, PAUL N",223 1/2 38TH ST,,PITTSBURGH,PA,15201,"1,675"
01,Chancellor,6400,373817,"KLEIN, SARDI",137 WEST BROADWAY,,NEW YORK,NY,10013-3358,"2,600"
01,Chancellor,6400,180110,KPMG LLP,1 EAST PRATT ST,,BALTIMORE,MD,21202,"16,790"
01,Chancellor,6400,148893,KQV 1410,650 SMITHFIELD STREET,,PITTSBURGH,PA,15222,"4,315"
01,Chancellor,6400,351530,"KREMER, HOPE E",2310 EAGLE PASS,,SHELBYVILLE,KY,40065,"1,850"
01,Chancellor,6400,349999,"LAZURE, CATHERINE",593 RIVERSIDE DR,APT #6D,NEW YORK,NY,10031,"2,500"
01,Chancellor,6400,356737,LEECH TISHMAN FUSCALDO & LAMPL LLC,525 WILLIAM PENN PLACE 30TH FL,,PITTSBURGH,PA,15219,"4,303"
01,Chancellor,6400,106722,LENDABLE LINENS,105 WINDSOR CT,,MONROEVILLE,PA,15146,"11,290"
01,Chancellor,6400,215478,"LEVIN, STEVE",1901 3RD STREET,,BAKERSFIELD,CA,93304,"1,700"
01,Chancellor,6400,256414,"LEVINE, MARTY",4026 WINDSOR STREET,,PITTSBURGH,PA,15217,"18,350"
01,Chancellor,6400,427845,LJS GROUP,PO BOX 143,,MONROEVILLE,PA,15146-0143,"1,400"
01,Chancellor,6400,147649,"LLOYD, ERICA",2616 HILLSIDE DRIVE,,BURLINGAME,CA,94010,"99,543"
01,Chancellor,6400,254064,"LOTENERO, MICHAEL J",33 LINSHAW AVENUE,,PITTSBURGH,PA,15205,"7,900"
01,Chancellor,6400,501098,MARALAGO CLUB LLC,1100 SOUTH OCEAN BLVD,,PALM BEACH,FL,33480,"13,291"
01,Chancellor,6400,226812,MIND OVER MEDIA,ONE MARKET STREET,,PITTSBURGH,PA,15222,"1,536"
01,Chancellor,6400,284327,MOSAIC INC,2740 SMALLMAN STREET,SUITE 310,PITTSBURGH,PA,15222,"1,939"
01,Chancellor,6400,336409,MSL DIRECT INC,4312 OLD WILLAM PENN HIGHWAY,,MURRYSVILLE,PA,15668,"100,479"
01,Chancellor,6400,510352,"MURPHY, BRETT       1",10 COLE DRIVE,,HOPKINTON,MA,01748,"1,050"
01,Chancellor,6400,524496,"NAYBERG, YEVGENIA",327 4TH ST #4B,,BROOKLYN,NY,11215,"2,000"
01,Chancellor,6400,422582,"NEELY, KENNETH",310 GREENWAY DRIVE,,PITTSBURGH,PA,15235,"1,400"
01,Chancellor,6400,438025,"NINGALOO, LLC",1521 COUNTY RD 252,,RIFLE,CO,81650,"1,800"
01,Chancellor,6400,334344,OCCUPATIONAL HEALTH CENTERS OF THE SOUTH,PO BOX 8750,,ELKRIDGE,MD,21075-8750,"1,148"
01,Chancellor,6400,515835,"O'DONNELL, EMILY",512 EDMOND STREET,APT 1,PITTSBURGH,PA,15224,"3,200"
01,Chancellor,6400,528540,"OLTMANNS, ALEXANDER",5210 FRIENDSHIP AVENUE,,PITTSBURGH,PA,15224,"2,810"
01,Chancellor,6400,353889,ON MOTION MEDIA,209 9TH STREET,SUITE 202,PITTSBURGH,PA,15222,"6,500"
01,Chancellor,6400,434914,ONYX WOMAN NETWORK,1038 OSAGE DRIVE,,PITTSBURGH,PA,15235,"1,463"
01,Chancellor,6400,456574,"PIFER, JENELLE",8332 POST ROAD,,ALLISON PARK,PA,15101,"5,900"
01,Chancellor,6400,218950,PR NEWSWIRE ASSOCIATION LLC,GPO BOX 5897,,NEW YORK,NY,10087-5897,"3,730"
01,Chancellor,6400,135754,PREMIER FOLIAGE & FLOWERING INC,5748 BAUM BLVD,,PITTSBURGH,PA,15206,"4,637"
01,Chancellor,6400,194028,PRINT TECH OF WESTERN PA LLC,P O BOX 826,,INDIANA,PA,15701,"160,541"
01,Chancellor,6400,328001,PROFESSIONAL GRAPHIC COMMUNICATIONS INC,P.O. BOX 1860,,CRANBERRY TWP,PA,16066-0860,"31,087"
01,Chancellor,6400,109571,PUBLIC PARKING AUTHORITY OF PITTSBURGH,232 BLVD OF ALLIES,DEPT OF FINANCE,PITTSBURGH,PA,15222-1616,"67,920"
01,Chancellor,6400,216224,PUGLIESE ASSOCIATES INC,500 NORTH THIRD ST,9TH FL,HARRISBURG,PA,17101,"108,000"
01,Chancellor,6400,405019,RATTLE CLACK ENTERTAINMENT,137 MEADOW AVENUE,,PITTSBURGH,PA,15235,"1,470"
01,Chancellor,6400,202547,"RIAL, MARTHA",1825 MURDOCK RD,,PITTSBURGH,PA,15217,"1,850"
01,Chancellor,6400,362323,RIGHT TOUCH PHOTOGRAPHY INC,18293 LEE ROAD,,FORT MYERS,FL,33967,"2,613"
01,Chancellor,6400,452073,RITZ-CARLTON NAPLES,MARRIOTT BUSINESS SERVICES,BANK OF AMERICA,ATLANTA,GA,30384-2445,"129,019"
01,Chancellor,6400,411199,"ROUVALIS, CRISTINA",210 MABRICK AVE,,PITTSBURGH,PA,15228,"3,000"
01,Chancellor,6400,527098,SCALABILITY EXPERTS INC,1203 CRESTSIDE DR SUITE 300,,COPPELL,TX,75019,"98,771"
01,Chancellor,6400,254680,SCHNEIDER DOWNS & CO INC,1133 PENN AVE,ACCOUNTS RECEIVABLE DEPT,PITTSBURGH,PA,15222-4205,"148,095"
01,Chancellor,6400,521064,"SHERMAN, STEPHEN",416 W BROADWAY STE 1B,,BOSTON,MA,02127,"1,600"
01,Chancellor,6400,464177,SOUL PITT MEDIA,815 COPELAND STREET #117,,PITTSBURGH,PA,15232,"1,350"
01,Chancellor,6400,482930,TAVCOM INC,9 E LOOCKERMAN ST SUITE 3A-416,,DOVER,DE,19901,"2,500"
01,Chancellor,6400,349249,"TREGASKIS, SHARON R",454 OLD 76 ROAD,,BROOKTONDALE,NY,14817,"5,000"
01,Chancellor,6400,420373,"VOGLER, CHAD",220 PEARL STREET 2ND FLOOR,,PITTSBURGH,PA,15224,"1,400"
01,Chancellor,6400,208366,"WASILCO, TRACEY",513  ARTHUR STREET,,PITTSBURGH,PA,15219,"2,300"
01,Chancellor,6400,512111,"WHIPPLE, AMY",7233 PENN AVE APT 1B,,PITTSBURGH,PA,15208,"5,600"
01,Chancellor,6400,289642,WHIRL MAGAZINE,1501 REEDSDALE STREET,SUITE 202,PITTSBURGH,PA,15233,"2,850"
01,Chancellor,6400,118700,WQED PITTSBURGH,4802 5TH AVE,ATTN: CAROL,PITTSBURGH,PA,15213,"15,000"
01,Chancellor,6400,477654,"YATES, DANA",809-222 THE ESPLANADE,,TORONTO,,M5A 4M8,"3,480"
01,Chancellor,6400,320804,ZINIO LLC,114 SANSOME STREET,4TH FLOOR,SAN FRANCISCO,CA,94104,"7,500"
01,Chancellor,6700,146979,DYNAMEX INC,1301 BEAVER AVENUE,,PITTSBURGH,PA,15233-0000,"2,054"
01,Chancellor,6700,381501,GRIZZARD COMMUNICATIONS GROUP INC,229 PEACHTREE STREET NE SUITE 1400,,ATLANTA,GA,30303,"12,082"
01,Chancellor,6700,327221,J POLLEY MARKETING SOLUTIONS,308 CENTRAL DR,,CRANBERRY  TWP,PA,16066,"5,310"
01,Chancellor,6700,336409,MSL DIRECT INC,4312 OLD WILLAM PENN HIGHWAY,,MURRYSVILLE,PA,15668,"7,110"
01,Chancellor,6700,364927,PITTSBURGH DELIVERY SERVICE,7 DUNCAN LANE,,INDIANOLA,PA,15051,"7,700"
01,Chancellor,6700,328001,PROFESSIONAL GRAPHIC COMMUNICATIONS INC,P.O. BOX 1860,,CRANBERRY TWP,PA,16066-0860,"8,200"
01,Chancellor,6700,113479,UNITED STATES POSTAL SERVICE,3900 CROWN ROAD,RM 126,ATLANTA,PA,30304-9651,"5,090"
01,Chancellor,6700,296762,"US POSTMASTER BURLINGTON, VT",C/O JOHN SPITTLE LANE PRESS,1000 HINESBURG ROAD,SOUTH BURLINGTON,VT,05403,"162,572"
01,Chancellor,6800,295146,ALPHAGRAPHICS #514,6775 NW 15TH AVENUE,,FORT LAUDERDALE,FL,33309,"9,450"
01,Chancellor,6800,102160,CARSON PUBLISHING INC,119 FEDERAL ST,STE 410,PITTSBURGH,PA,15212,"1,894"
01,Chancellor,6800,219939,JOE APPEL PHOTOGRAPHY,79 HERR STREET,,PITTSBURGH,PA,15209,"1,725"
01,Chancellor,6800,519349,JOURNAL MULTIMEDIA CORPORATION,1500 PAXTON ST,,HARRISBURG,PA,17104,"1,400"
01,Chancellor,6800,271715,KNEPPER PRESS CORPORATION,CLINTON COMMERCE PARK,2251 SWEENEY DRIVE,CLINTON,PA,15026,"1,313"
01,Chancellor,6800,150727,LANE PRESS INC,PO BOX 130,,BURLINGTON,VT,05402,"308,600"
01,Chancellor,6800,192952,LENOX HOTEL LLC,710 BOYLSTON STREET,ATTN: RESERVATIONS,BOSTON,MA,02116,"1,003"
01,Chancellor,6800,292318,MANCHESTER CRAFTMEN'S GUILD,1815 METROPOLITIAN STREET,,PITTSBURGH,PA,15233,"1,000"
01,Chancellor,6800,108211,NEW PITTSBURGH COURIER,PO BOX 2939,SUBSCRIPTION DEPARTMENT,PITTSBURGH,PA,15230-9939,"1,500"
01,Chancellor,6800,364927,PITTSBURGH DELIVERY SERVICE,7 DUNCAN LANE,,INDIANOLA,PA,15051,"1,225"
01,Chancellor,6800,425900,PITTSBURGH PROMISE,1901 CENTRE AVE,STE 204,PITTSBURGH,PA,15219,"9,300"
01,Chancellor,6800,194028,PRINT TECH OF WESTERN PA LLC,P O BOX 826,,INDIANA,PA,15701,"6,090"
01,Chancellor,6800,436404,RR DONNELLEY,PO BOX 538602,,ATLANTA,GA,30353-8602,"126,884"
01,Chancellor,6800,382262,SHARED SERVICES,803 LIBERTY AVENUE,PITTSBURGH'S CULTURAL DISTRICT,PITTSBURGH,PA,15222,"1,125"
01,Chancellor,6800,523131,TOP SHELF MEDIA LLC,8487 SHERWOOD,,GROSSE ILE,MI,48138,"1,500"
01,Chancellor,6800,231187,TRIB TOTAL MEDIA,PO BOX 8181,,GREENSBURG,PA,15601,"72,288"
01,Chancellor,6800,111657,TYPECRAFT PRESS INC,45 S 23RD ST,PO BOX 4295,PITTSBURGH,PA,15203,"9,265"
01,Chancellor,6900,160900,AMERICAN COUNCIL OF LEARNED SOCIETIES,228 EAST 45TH STREET,,NEW YORK,NY,10017-3398,"50,000"
01,Chancellor,6900,219627,ASSOCIATION FOR HEALTHCARE PHILANTHROPY,1306 LARSON DR,,DANBURY,CT,06810,"5,759"
01,Chancellor,6900,187390,COUNCIL ON COMPETITVENESS,1401 H STREET NW,SUITE 650,WASHINGTON,DC,20005,"7,500"
01,Chancellor,6900,282277,DOWNTOWN MANAGEMENT ORGANIZATON,925 LIBERTY AVENUE,,PITTSBURGH,PA,15222,"2,500"
01,Chancellor,6900,384785,IWAVE INFORMATION SYSTEMS INC,28 HILLSTROM AVENUE,,CHARLOTTETOWN,,C1E 2C5,"4,595"
01,Chancellor,6900,106673,LEADERSHIP DIRECTORIES INC,104 FIFTH AVE,,NEW YORK,NY,10011,"9,500"
01,Chancellor,6900,403513,NATIONAL COUNCIL FOR SCIENCE AND THE ENV,1101 17TH STREET N W,SUITE 250,WASHINGTON,DC,20036,"2,800"
01,Chancellor,6900,109193,PITTSBURGH COUNCIL ON HIGHER EDUCATION,3814 FORBES AVE,,PITTSBURGH,PA,15213,"43,855"
01,Chancellor,6900,369681,PITTSBURGH METROPOLITAN AREA HISPANIC CH,1536 BEECHVIEW AVENUE,,PITTSBURGH,PA,15216-3336,"1,000"
01,Chancellor,6900,160951,PRSA,33 IRVING PLACE,,NEW YORK,NY,10003-2376,"1,420"
01,Chancellor,6900,525673,TVEYES INC,2150 POST ROAD,THIRD FLOOR,FAIRFIELD,CT,06824,"2,500"
01,Chancellor,6900,373997,UNIVERSITIES RESEARCH ASSOCIATES,1111 19TH STREET NW,SUITE 400,WASHINGTON,DC,20036-3627,"5,000"
01,Chancellor,6900,370373,VISITPITTSBURGH,REGIONAL ENTERPRISE TOWER,425 SIXTH AVENUE 30TH FLOOR,PITTSBURGH,PA,15219,"2,700"
01,Chancellor,6900,384314,WEALTHENGINE INC,4339 MONTGOMERY AVE,,BETHESDA,MD,20814,"4,125"
01,Chancellor,7100,423455,BITRONICS,1 CREEK STREET,,CARNEGIE,PA,15106,"1,049"
01,Chancellor,7100,104384,FRANKLIN INTERIORS,BOX 371161,,PITTSBURGH,PA,15251-7161,"2,479"
01,Chancellor,7100,175255,GRAPHCO,OHIO GRAPHCO INC PO BOX 72007,,CLEVELAND,OH,44192-0002,"5,815"
01,Chancellor,7100,360722,TASTAR DATA SYSTEMS,2652 LIBRARY ROAD,,PITTSBURGH,PA,15234,"1,628"
01,Chancellor,7140,104384,FRANKLIN INTERIORS,BOX 371161,,PITTSBURGH,PA,15251-7161,"16,639"
01,Chancellor,7400,240436,4IMPRINT INC,25303 NETWORK PLACE,,CHICAGO,IL,60673-1253,"3,214"
01,Chancellor,7400,122014,AAA ENGRAVING,3 STATION SQUARE DR EAST,,PITTSBURGH,PA,15219,"4,567"
01,Chancellor,7400,100112,ACE BINDERY CORP,5000 BAUM BLVD,,PITTSBURGH,PA,15213,"1,525"
01,Chancellor,7400,276837,"ADLER, NIKI K.",145 PIPER DRIVE,,PITTSBURGH,PA,15234,"9,563"
01,Chancellor,7400,100213,AG TRIMBLE CO,2889 GLENMORE AVE,STE 1,PITTSBURGH,PA,15216-2161,"1,149"
01,Chancellor,7400,312097,"AMEN, KEIGHTLEY",376 WILLOWHEDGE DRIVE,,MONROEVILLE,PA,15146,"20,700"
01,Chancellor,7400,500142,BLUECHIP ATHLETIC SOLUTIONS LLC,3525 PIEDMONT RD,BLDG 8 STE 719,ATLANTA,GA,30305,"19,900"
01,Chancellor,7400,101724,BRADEN SUTPHIN INK CO,LOCK BOX 92964-S,2025 ONTARIO,CLEVELAND,OH,44194,"19,173"
01,Chancellor,7400,336313,BRANDED SOLUTIONS,1455 SPRING GARDEN AVE,,PITTSBURGH,PA,15212,"1,029"
01,Chancellor,7400,101799,BROUDY PRINTING INC,PO BOX 371102,,PITTSBURGH,PA,15251,"12,692"
01,Chancellor,7400,297165,BUTLER EAGLE,114- 116 WEST DIAMOND ST,PO BOX 271,BUTLER,PA,16003,"1,928"
01,Chancellor,7400,428124,CARMON RINEHART PHOTOGRAPHY,134 S 17TH ST,,PITTSBURGH,PA,15203,"1,700"
01,Chancellor,7400,103139,CUSHING MALLOY INC,1350 NORTH MAIN ST,,ANN ARBOR,MI,48104,"15,848"
01,Chancellor,7400,104042,"EVANS, RIC",100 ROSS STREET,,PITTSBURGH,PA,15219-2013,"4,395"
