RC Number,RC Name,Category,Vendor Number,Vendor Name,Address 1,Address 2,City,State,Zipcode, Amount 
10,Senior Vice Chancellor and Provost,6900,100034,AAC&U,SUBSCRIPTIONS,1818 R ST NW,WASHINGTON,DC,20009,"  7,446.00 "
23,Swanson School of Engineering,6000,100034,AAC&U,SUBSCRIPTIONS,1818 R ST NW,WASHINGTON,DC,20009,"  1,410.00 "
33,School of Pharmacy,6900,146043,AACP,1426 PRINCE STREET,,ALEXANDRIA,VA,22314,"  24,000.00 "
35,School of Medicine,6000,200610,AACR,PO BOX 571,AACR ANNUAL MEETING 2007,BROOKEFIELD,IL,60513-0571,"  1,375.00 "
55,University of Pittsburgh Cancer Institute,6000,200610,AACR,PO BOX 571,AACR ANNUAL MEETING 2007,BROOKEFIELD,IL,60513-0571,"  9,050.00 "
10,Senior Vice Chancellor and Provost,6000,456288,AACRO INT'L ED SVCS,,,,,20036,"  2,575.00 "
21,Katz Graduate School of Business,6000,119836,AACSB INTERNATIONAL,BOX 116201,,ATLANTA,GA,30368-6201,"  2,090.00 "
21,Katz Graduate School of Business,6900,119836,AACSB INTERNATIONAL,BOX 116201,,ATLANTA,GA,30368-6201,"  8,400.00 "
22,School of Education,6900,147363,AACTE,DEPARTMENT A,ONE DUPONT CIRCLE,WASHINGTON,DC,20036-1186,"  7,430.00 "
31,School of Dental Medicine,6900,142986,AADR,1619 DUKE ST,,ALEXANDRIA,VA,22314-3406,"  5,000.00 "
30,"Senior Vice Chancellor, Health Sciences",6900,426737,AAHSL,2150 N. 107TH STREET,SUITE 205,SEATTLE,WA,98133-9009,"  2,400.00 "
35,School of Medicine,6900,469200,AAIM,P O BOX 758834,,BALTIMORE,MD,21275-8834,"  15,000.00 "
31,School of Dental Medicine,6000,100038,AALAS,70 TIMBER CREEK DR,,CORDOVA,TN,38018-4233,"  1,050.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,348959,AAM CONVENTION SERVICES,922 WEST NORTH AVE,,PITTSBURGH,PA,15233,"  1,755.00 "
03,Research Conduct and Compliance,6000,100040,AAMC,UNIVERSITY OF MARYLAND,SCHOOL OF MEDICINE,BALTIMORE,MD,21201,"  2,144.00 "
35,School of Medicine,6000,100040,AAMC,UNIVERSITY OF MARYLAND,SCHOOL OF MEDICINE,BALTIMORE,MD,21201,"  7,788.00 "
30,"Senior Vice Chancellor, Health Sciences",6000,100040,AAMC,UNIVERSITY OF MARYLAND,SCHOOL OF MEDICINE,BALTIMORE,MD,21201,"  1,447.00 "
32,School of Nursing,6000,146896,AANA,222 SOUTH PROSPECT AVENUE,,PARK RIDGE,IL,60068-4001,"  1,261.00 "
32,School of Nursing,6400,146896,AANA,222 SOUTH PROSPECT AVENUE,,PARK RIDGE,IL,60068-4001,"  3,748.00 "
92,Business Operations,7400,182394,AASHTO,PO BOX 933538,,ATLANTA,GA,31193-3538,"  1,120.00 "
35,School of Medicine,6000,132746,AASLD,DEPT 0895,,ALEXANDRIA,VA,22334-0895,"  1,800.00 "
42,Greensburg Campus,7100,185454,AB SPECIALTIES INC,534 BRADDOCK AVENUE,,TURTLE CREEK,PA,15145-0000,"  8,169.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,230595,ABCAM INC,PO BOX 3460,,BOSTON,MA,02241-3460,"  1,491.00 "
35,School of Medicine,6000,230595,ABCAM INC,PO BOX 3460,,BOSTON,MA,02241-3460,"  7,138.00 "
55,University of Pittsburgh Cancer Institute,6000,230595,ABCAM INC,PO BOX 3460,,BOSTON,MA,02241-3460,"  16,500.00 "
92,Business Operations,7400,117450,ABC-CLIO LLC,130 CREMONA DRIVE,,GOLETA,CA,93117,"  2,893.00 "
42,Greensburg Campus,6400,100066,ABCO FIRE PROTECTION INC,PO BOX 400028,,PITTSBURGH,PA,15268-0028,"  4,954.00 "
67,Facilities Management,7100,324211,ABD SALES & SERVICE,PO BOX 1832,,CRANBERRY TWP,PA,16066,"  2,342.00 "
60,Libraries,6500,269479,ABEBOOKS.COM,SUTIE 4,410 GARBALLY RD,VICTORIA,BC,V8T 2K1,"  5,619.00 "
80,Athletics,6000,517143,ABEKAS INC,1090 O'BRIEN DRIVE,,MENLO PARK,CA,94025,"  31,900.00 "
23,Swanson School of Engineering,6900,205694,ABET,111 MARKET PLACE,SUITE 1050,BALTIMORE,MD,21202,"  6,750.00 "
92,Business Operations,6400,534511,ABM ELECTRICAL POWER SOLUTIONS LLC,317 COMMERCE PARK DR,,CRANBERRY TOWNSHIP,PA,16066-6427,"  9,428.00 "
67,Facilities Management,7000,534511,ABM ELECTRICAL POWER SOLUTIONS LLC,317 COMMERCE PARK DR,,CRANBERRY TOWNSHIP,PA,16066-6427,"  145,642.00 "
67,Facilities Management,7135,534511,ABM ELECTRICAL POWER SOLUTIONS LLC,317 COMMERCE PARK DR,,CRANBERRY TOWNSHIP,PA,16066-6427,"  26,851.00 "
80,Athletics,6400,507052,ABM PARKING SERVICES,301 W STATION SQUARE DR,,PITTSBURGH,PA,15219,"  4,000.00 "
55,University of Pittsburgh Cancer Institute,7300,507052,ABM PARKING SERVICES,301 W STATION SQUARE DR,,PITTSBURGH,PA,15219,"  9,975.00 "
35,School of Medicine,6400,122758,ABOUT PITTSBURGH INC,PO BOX 7736,,PITTSBURGH,PA,15215,"  3,105.00 "
85,School of Medicine Division Administration,6400,122758,ABOUT PITTSBURGH INC,PO BOX 7736,,PITTSBURGH,PA,15215,"  1,213.00 "
10,Senior Vice Chancellor and Provost,6400,519764,ABOVE THE TREELINE LLC,120 WEST WASHINGTON,ATTN: JOHN L RUBIN,ANN ARBOR,MI,48104,"  1,900.00 "
80,Athletics,6000,553885,ABSOLUTE INNOVATIONS INC,1320 THIRD STREET,,OSCEOLA,IN,46561,"  4,998.00 "
35,School of Medicine,6000,121882,ABX ADVANCED BIOCHEMICAL COMPOUNDS GMBH,SCHILLERSTRABE 23,,DRESDEN,,D-01326,"  34,071.00 "
10,Senior Vice Chancellor and Provost,6400,455182,ACADEMIC ANALYTICS LLC,8008 CORPORATE CENTER DR,SUITE 201,CHARLOTTE,NC,28226,"  157,600.00 "
44,Bradford Campus,6400,406782,ACADEMIC HEALTHPLANS INC,1005 GLADE ROAD,,COLLEYVILLE,TX,76034-1605,"  8,282.00 "
41,Johnstown Campus,7700,406782,ACADEMIC HEALTHPLANS INC,1005 GLADE ROAD,,COLLEYVILLE,TX,76034-1605,"  11,871.00 "
43,Titusville Campus,6400,406782,ACADEMIC HEALTHPLANS INC,1005 GLADE ROAD,,COLLEYVILLE,TX,76034-1605,"  6,210.00 "
05,Student Affairs,6000,320684,ACADEMIC IMPRESSIONS,4643 SOUTH ULSTER ST,SUITE 1490,DENVER,CO,80237,"  1,095.00 "
56,"Vice Chancellor, Institutional Advancement",6000,320684,ACADEMIC IMPRESSIONS,4643 SOUTH ULSTER ST,SUITE 1490,DENVER,CO,80237,"  4,865.00 "
21,Katz Graduate School of Business,6000,330227,ACADEMIC KEYS LLC,PO BOX 162,,STORRS,CT,06268-0162,"  2,370.00 "
23,Swanson School of Engineering,6400,330227,ACADEMIC KEYS LLC,PO BOX 162,,STORRS,CT,06268-0162,"  1,370.00 "
23,Swanson School of Engineering,6800,330227,ACADEMIC KEYS LLC,PO BOX 162,,STORRS,CT,06268-0162,"  1,675.00 "
35,School of Medicine,6000,313488,"ACADEMIC MANAGEMENT SYSTEMS, INC",1576 SWEET HOME ROAD,,AMHERST,NY,14228-2710,"  9,583.00 "
21,Katz Graduate School of Business,6000,538148,ACADEMICEDGAR PLUS LLC,2008 NORTH 55TH ST,,OMAHA,NE,68104,"  7,500.00 "
31,School of Dental Medicine,6400,418516,ACADEMY FOR ACADEMIC LEADERSHIP,1870 THE EXCHANGE,SUITE 100,ATLANTA,GA,30339,"  3,000.00 "
34,Graduate School of Public Health,6000,290335,ACADEMYHEALTH,"1801 K ST NW, SUITE 701-L",ACCOUNTING DEPT,WASHINGTON,DC,20006,"  3,547.00 "
31,School of Dental Medicine,6000,309302,ACADENTAL,PO BOX 19567,,LENEXA,KS,66285-9567,"  15,618.00 "
31,School of Dental Medicine,7400,309302,ACADENTAL,PO BOX 19567,,LENEXA,KS,66285-9567,"  200,143.00 "
92,Business Operations,7100,408918,ACCENT ELECTRONIC SYSTEMS INTEGRATORS IN,"26801 OLD 41 ROAD,",SUITE 6,BONITA SPRINGS,FL,34135-5065,"  1,262.00 "
60,Libraries,6400,328715,ACCESS,PO BOX 310416,,DES MOINES,IA,50331-0416,"  17,252.00 "
22,School of Education,6000,520898,ACCO BRANDS USA LLC,LOCKBOX 741864,,ATLANTA,GA,30384-1864,"  3,021.00 "
41,Johnstown Campus,6400,148885,ACCREDITATION BOARD FOR ENGINEERING AND,PO BOX 17014,,BALTIMORE,MD,21297-1014,"  3,400.00 "
44,Bradford Campus,6900,317720,ACCREDITATION COMMISSION FOR EDUCATION I,3343 PEACHTREE ROAD NE,STE 850,ATLANTA,GA,30326,"  3,825.00 "
39,School of Health & Rehabilition Sciences,6900,496403,ACCREDITATION COUNCIL FOR EDUCATION IN N,25824 NETWORK PLACE,,CHICAGO,IL,60673-1258,"  10,275.00 "
39,School of Health & Rehabilition Sciences,6400,556568,ACCREDITATION REVIEW COMMISSION ON EDUCA,"12000 FINDLEY ROAD, SUITE 150",,JOHNS CREEK,GA,30097,"  10,000.00 "
60,Libraries,6500,357413,ACCUITY,P O BOX 71690,,CHICAGO,IL,60694,"  1,397.00 "
41,Johnstown Campus,6400,425025,ACCUZIP INC,3216 EL CAMINO REAL,,ATASCADERO,CA,93422-2500,"  1,590.00 "
01,Chancellor,7400,100112,ACE BINDERY CORP,5000 BAUM BLVD,,PITTSBURGH,PA,15213,"  2,045.00 "
80,Athletics,7140,350105,ACE LIGHTNING PROTECTION INC,417 PLUM INDUSTRIAL COURT,,PITTSBURGH,PA,15239,"  3,780.00 "
10,Senior Vice Chancellor and Provost,6000,100114,ACE LOCK INC,5964 BAUM BLVD,,PITTSBURGH,PA,15206-0000,"  2,276.00 "
31,School of Dental Medicine,6000,100115,ACE SURGICAL SUPPLY CO,1034 PEARL ST,PO BOX 1710,BROCKTON,MA,02303,"  11,748.00 "
23,Swanson School of Engineering,6400,276685,ACENTECH INC,PO BOX 3195,,BOSTON,MA,02241,"  9,500.00 "
87,Chief Financial Officer,6000,311292,ACFE,PIER SOLUTIONS LLC,PO BOX 418,NORTH VERSAILLES,PA,15137-0418,"  1,166.00 "
61,Computing Services & Systems Development,6000,334919,ACM/IEEE,JCDL 2008 - G RAY TREASURER,UNIVERSITY OF PITTSBURGH,PITTSBURGH,PA,15260,"  1,295.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,334919,ACM/IEEE,JCDL 2008 - G RAY TREASURER,UNIVERSITY OF PITTSBURGH,PITTSBURGH,PA,15260,"  1,205.00 "
22,School of Education,6000,573666,ACME TOOLS,PCARD,,,ND,582030000,"  1,680.00 "
90,Western Psychiatric Institute and Clinic,6000,238346,ACNP,1501 WILSON BLVD.,SUITE 509,ARLINGTON,VA,22209,"  1,400.00 "
26,School of Social Work,6900,238453,ACOSA,20560 BENSLEY AVE,,CHICAGO HEIGHTS,IL,60411,"  1,000.00 "
05,Student Affairs,6000,100126,ACPA,BOX 1,432 WESTERN AVE,ALBANY,NY,12203-1490,"  3,802.00 "
33,School of Pharmacy,6900,204759,ACPE,20 N. CLARK ST,SUITE 2500,CHICAGO,IL,60602,"  7,440.00 "
61,Computing Services & Systems Development,6400,534433,ACQUIA INC,53 STATE ST FLOOR 10,,BOSTON,MA,02109,"  15,000.00 "
23,Swanson School of Engineering,6000,536195,ACROSS INTERNATIONAL LLC,111 DORSA AVE,,LIVINGSTON,NJ,07039-1002,"  10,458.00 "
03,Research Conduct and Compliance,6000,163713,ACRP,500 MONTGOMERY STREET,SUITE 800,ALEXANDRIA,VA,22314,"  1,204.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,188072,ACS,PO BOX 730,ATTN: DEPT AWW/USAF,ABERDEEN,SD,57402-0730,"  3,580.00 "
35,School of Medicine,6000,188072,ACS,PO BOX 730,ATTN: DEPT AWW/USAF,ABERDEEN,SD,57402-0730,"  1,045.00 "
44,Bradford Campus,6000,214828,ACT INC,PINE WEST PLAZA IV,WASHINGTON AVENUE EXT,ALBANY,NY,12205,"  1,968.00 "
15,College of General Studies,6000,214828,ACT INC,PINE WEST PLAZA IV,WASHINGTON AVENUE EXT,ALBANY,NY,12205,"  1,227.00 "
42,Greensburg Campus,6400,214828,ACT INC,PINE WEST PLAZA IV,WASHINGTON AVENUE EXT,ALBANY,NY,12205,"  1,900.00 "
41,Johnstown Campus,6400,214828,ACT INC,PINE WEST PLAZA IV,WASHINGTON AVENUE EXT,ALBANY,NY,12205,"  2,527.00 "
10,Senior Vice Chancellor and Provost,6000,214828,ACT INC,PINE WEST PLAZA IV,WASHINGTON AVENUE EXT,ALBANY,NY,12205,"  1,897.00 "
10,Senior Vice Chancellor and Provost,6400,214828,ACT INC,PINE WEST PLAZA IV,WASHINGTON AVENUE EXT,ALBANY,NY,12205,"  31,702.00 "
92,Business Operations,7400,149126,ACTEX PUBLICATIONS,140 WILLOW ST,PO BOX 974,WINSTED,CT,06098,"  17,556.00 "
60,Libraries,6500,390099,ACTION LIBRARY MEDIA SERVICE LLC,3450 E SPRING STREET,SUITE 208,LONG BEACH,CA,90806,"  16,163.00 "
67,Facilities Management,7400,230562,ACTION SUPPLY PRODUCTS INC,1065 MONTOUR WEST INDUSTRIAL PARK,,CORAOPOLIS,PA,15108,"  12,553.00 "
56,"Vice Chancellor, Institutional Advancement",6000,548816,"ACTIVE DATA SOLUTIONS, LLC",10 DORRANCE ST   SUITE 700,,PROVIDENCE,RI,02903,"  1,089.00 "
44,Bradford Campus,6400,462415,ACTIVE MINDS INC,2647 CONNECTICUT AVENUE N W,SUITE 200,WASHINGTON,DC,20008,"  2,000.00 "
55,University of Pittsburgh Cancer Institute,6000,237931,ACTIVE MOTIF,5431-C AVENIDA ENCINAS,,CARLSBAD,CA,92008,"  2,115.00 "
35,School of Medicine,6000,431316,"ACTIVE NETWORK, LLC",DEPT 9634,,LOS ANGELES,CA,90084-9634,"  1,225.00 "
10,Senior Vice Chancellor and Provost,6000,431316,"ACTIVE NETWORK, LLC",DEPT 9634,,LOS ANGELES,CA,90084-9634,"  2,358.00 "
05,Student Affairs,6000,187457,ACUHO-I,CENTRAL OFFICE,RIVERWATCH TOWER,COLUMBUS,OH,43201-1062,"  2,495.00 "
05,Student Affairs,6900,187457,ACUHO-I,CENTRAL OFFICE,RIVERWATCH TOWER,COLUMBUS,OH,43201-1062,"  1,692.00 "
05,Student Affairs,6000,152254,ACUI,120 WEST SEVENTH ST,ONE CITY CENTRE  STE 200,BLOOMINGTON,IN,47404-3925,"  5,462.00 "
61,Computing Services & Systems Development,6000,149744,ACUTA,DEPT 8000,,CAROL STREAM,IL,60122-8000,"  1,467.00 "
60,Libraries,6500,152715,ADAM MATTHEW DIGITAL LTD,P O BOX 347383,,PITTSBURGH,PA,15251-4383,"  1,637.00 "
01,Chancellor,6400,562181,ADAM REGER LLC,409 EMERSON AVE,,PITTSBURGH,PA,15215,"  5,450.00 "
92,Business Operations,6000,237025,ADDEN FURNITURE INC,PO BOX 843011,,BOSTON,MA,02284-3011,"  327,856.00 "
92,Business Operations,6400,237025,ADDEN FURNITURE INC,PO BOX 843011,,BOSTON,MA,02284-3011,"  7,965.00 "
92,Business Operations,7100,237025,ADDEN FURNITURE INC,PO BOX 843011,,BOSTON,MA,02284-3011,"  15,105.00 "
92,Business Operations,7135,237025,ADDEN FURNITURE INC,PO BOX 843011,,BOSTON,MA,02284-3011,"  2,000.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,360266,ADDGENE INC,ONE KENDALL SQUARE,STE B7102,CAMBRIDGE,MA,02139-1666,"  1,920.00 "
55,University of Pittsburgh Cancer Institute,6000,360266,ADDGENE INC,ONE KENDALL SQUARE,STE B7102,CAMBRIDGE,MA,02139-1666,"  3,445.00 "
90,Western Psychiatric Institute and Clinic,6400,443888,ADDVENTURE COACHING,104 FORREST COURT,C/O TRACY JOHNSON,LIMERICK,PA,19468,"  3,500.00 "
31,School of Dental Medicine,6000,453303,ADEAGIES FOUNDATION,1760 OLD MEADOW ROAD,SUITE 500,MCLEAN,VA,22102,"  4,000.00 "
31,School of Dental Medicine,6000,100027,A-DEC INC,2601 CRESTVIEW DR,PO BOX 111,NEWBERG,OR,97132,"  15,961.00 "
92,Business Operations,7400,495262,ADEN AND ANAIS INC,PCARD,,,NY,112010000,"  1,175.00 "
31,School of Dental Medicine,6000,100152,ADHA,444 N MICHIGAN AVE,STE 3400,CHICAGO,IL,60611,"  4,707.00 "
31,School of Dental Medicine,6900,100152,ADHA,444 N MICHIGAN AVE,STE 3400,CHICAGO,IL,60611,"  1,820.00 "
34,Graduate School of Public Health,6000,158658,ADIRONDACK DIRECT,ADIRONDACK BLDG,31-01 VERNON BLVD,LONG ISLAND CITY,NY,11106,"  1,974.00 "
01,Chancellor,7400,276837,"ADLER, NIKI K.",145 PIPER DRIVE,,PITTSBURGH,PA,15234,"  2,175.00 "
61,Computing Services & Systems Development,6400,100160,ADOBE SYSTEMS INC,PO BOX 1034,,BUFFALO,NY,14240,"  299,544.00 "
21,Katz Graduate School of Business,6000,100160,ADOBE SYSTEMS INC,PO BOX 1034,,BUFFALO,NY,14240,"  1,620.00 "
23,Swanson School of Engineering,6000,177851,ADVANCE REPRODUCTIONS CORP,100 FLAGSHIP DR,,NORTH ANDOVER,MA,01845,"  1,639.00 "
01,Chancellor,6000,120194,ADVANCE SIGN,1010 SAW MILL RUN BLVD,,PITTSBURGH,PA,15226,"  1,015.00 "
67,Facilities Management,6000,120194,ADVANCE SIGN,1010 SAW MILL RUN BLVD,,PITTSBURGH,PA,15226,"  8,106.00 "
67,Facilities Management,7135,120194,ADVANCE SIGN,1010 SAW MILL RUN BLVD,,PITTSBURGH,PA,15226,"  1,050.00 "
35,School of Medicine,6000,120194,ADVANCE SIGN,1010 SAW MILL RUN BLVD,,PITTSBURGH,PA,15226,"  2,669.00 "
44,Bradford Campus,7135,502141,ADVANCED DISPOSAL SERVICES,6330 ROUTE 219,,BROCKWAY,PA,15824,"  3,054.00 "
41,Johnstown Campus,7100,534384,"ADVANCED FIRE COMPANY, INC",LOCKBOX 72314,,CLEVELAND,OH,44192-0002,"  69,228.00 "
35,School of Medicine,6000,427060,ADVANCED HPC INC,ORANGE COMMERCIAL CREDIT,PO BOX 11099,OLYMPIA,WA,98508-1099,"  37,148.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,273895,ADVANCED MEASUREMENT TECHNOLOGY INC,PO BOX 601175,,CHARLOTTE,NC,28260-1175,"  3,792.00 "
41,Johnstown Campus,6000,157430,ADVANCED OFFICE SYSTEMS INC,2441 BEDFORD ST,,JOHNSTOWN,PA,15904,"  1,338.00 "
41,Johnstown Campus,7100,157430,ADVANCED OFFICE SYSTEMS INC,2441 BEDFORD ST,,JOHNSTOWN,PA,15904,"  17,524.00 "
42,Greensburg Campus,6000,438950,ADVANCED TURF SOLUTIONS INC,12840 FORD DRIVE,,FISHERS,IN,46038,"  6,443.00 "
31,School of Dental Medicine,6400,100174,ADVANSTAR COMMUNICATIONS,PERMISSIONS OFFICE,7500 OLD OAK BLVD,CLEVELAND,OH,44130,"  2,953.00 "
67,Facilities Management,6000,249120,ADVANTAGE SIGN AND GRAPHIC SOLUTIONS,PO BOX 888684,,GRAND RAPIDS,MI,49588-8684,"  3,248.00 "
67,Facilities Management,7400,249120,ADVANTAGE SIGN AND GRAPHIC SOLUTIONS,PO BOX 888684,,GRAND RAPIDS,MI,49588-8684,"  34,878.00 "
92,Business Operations,6000,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,"  6,511.00 "
92,Business Operations,7100,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,"  2,620.00 "
57,Education-University Service Programs,7100,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,"  1,994.00 "
41,Johnstown Campus,6000,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,"  3,204.00 "
41,Johnstown Campus,7100,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,"  3,241.00 "
05,Student Affairs,6000,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,"  30,787.00 "
05,Student Affairs,7100,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,"  33,918.00 "
23,Swanson School of Engineering,6000,535298,ADVANTIC SISTEMAS Y SERVICIOS SL,AVDA DE EUROPA 14,ALCOBENDAS,MADRID,,58108,"  2,222.00 "
21,Katz Graduate School of Business,6400,525732,ADVENT GROUP SARL,4 RUE ELISA LEMONNIER,,PARIS,,75012,"  3,005.00 "
80,Athletics,7100,566279,ADVENT LLC,2316 CRUZEN STREET,,NASHVILLE,TN,37211,"  415,336.00 "
